Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,John Wall,Kawhi Leonard,Luke Kennard,Marcus Morris,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Blake Griffin,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Cam Thomas,Shared Games with Day'Ron Sharpe,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Shared Games with Cameron Johnson,Shared Games with Dorian Finney-Smith,Shared Games with Mikal Bridges,Shared Games with Spencer Dinwiddie,Alondes Williams,Ben Simmons,Bogdan Bogdanović,Cam Thomas,Cameron Johnson,David Duke Jr.,Day'Ron Sharpe,Dorian Finney-Smith,Dru Smith,Edmond Sumner,Joe Harris,Mikal Bridges,Nerlens Noel,Nic Claxton,Patty Mills,Payton Pritchard,RaiQuan Gray,Royce O'Neale,Seth Curry,Spencer Dinwiddie,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Bogdan Bogdanović,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with Payton Pritchard,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with Yuta Watanabe,co_inf with Cameron Johnson,co_inf with Dorian Finney-Smith,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Nerlens Noel,co_inf with RaiQuan Gray,co_inf with Spencer Dinwiddie,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
64,62,,2023-03-09,23-147,NYK,@,SAC,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,92.0,1.9574468085106385,0.0,108.4,2.3063829787234043
65,63,,2023-03-11,23-149,NYK,@,LAC,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,67.0,1.425531914893617,0.0,78.30000000000001,1.665957446808511
66,64,,2023-03-12,23-150,NYK,@,LAL,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,64.0,1.3617021276595744,0.0,79.89999999999999,1.6999999999999997
67,65,,2023-03-19,23-157,BRK,,DEN,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,104.0,2.2127659574468086,0.0,125.8,2.676595744680851
68,66,,2023-03-21,23-159,BRK,,CLE,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,108.0,2.297872340425532,0.0,134.4,2.8595744680851065
69,67,,2023-03-23,23-161,BRK,,CLE,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,59.0,1.25531914893617,0.0,76.8,1.6340425531914893
70,68,,2023-03-25,23-163,BRK,@,MIA,W (+29),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,41.0,0.8723404255319149,0.0,48.99999999999999,1.0425531914893615
71,69,35,2023-03-26,23-164,BRK,@,ORL,L (-13),0,3:53,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,0.0,49.0,1.0425531914893618,0.0,73.10000000000001,1.5553191489361704
72,70,,2023-03-29,23-167,BRK,,HOU,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,84.0,1.7872340425531914,0.0,96.8,2.0595744680851062
73,71,36,2023-03-31,23-169,BRK,,ATL,W (+17),0,2:31,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-6,0.0,0.0,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,0.0,77.0,1.6382978723404256,-0.4,102.59999999999998,2.182978723404255
74,72,,2023-04-02,23-171,BRK,,UTA,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,74.0,1.574468085106383,0.0,88.3,1.8787234042553191
75,73,,2023-04-04,23-173,BRK,,MIN,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,70.0,1.4893617021276595,0.0,77.19999999999999,1.6425531914893614
76,74,,2023-04-05,23-174,BRK,@,DET,W (+15),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,72.0,1.5319148936170213,0.0,93.2,1.9829787234042553
