Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with RaiQuan Gray,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Edmond Sumner,Joe Harris,Kessler Edwards,Kevin Durant,Kyrie Irving,Markieff Morris,Nic Claxton,Patty Mills,RaiQuan Gray,Seth Curry,T.J. Warren,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Kessler Edwards,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Seth Curry,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Moses Brown,Shared Games with Cameron Johnson,Shared Games with Dru Smith,Shared Games with Mikal Bridges,Bogdan Bogdanović,Cameron Johnson,Dorian Finney-Smith,Dru Smith,Mikal Bridges,Moses Brown,Nerlens Noel,Payton Pritchard,Spencer Dinwiddie,co_inf with Dorian Finney-Smith,co_inf with Spencer Dinwiddie,co_inf with Nerlens Noel,co_inf with Moses Brown,co_inf with Bogdan Bogdanović,co_inf with Cameron Johnson,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Payton Pritchard,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
73,71,67,2023-03-19,29-287,BRK,,DEN,L (-6),0,27:27,2.0,4.0,.500,1.0,3.0,.333,2,2.0,1.000,0.0,3.0,3.0,6.0,2.0,0.0,1.0,5.0,7.0,9.1,-1,1.0,1.0,1.0,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,11.0,66.0,2.869565217391304,8.299999999999997,93.9,4.0826086956521745
74,72,68,2023-03-21,29-289,BRK,,CLE,L (-6),0,24:43,4.0,9.0,.444,2.0,7.0,.286,2,4.0,.500,1.0,7.0,8.0,2.0,0.0,2.0,4.0,3.0,12.0,6.9,+13,2.0,2.0,1.0,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,7.0,67.0,2.9130434782608696,6.099999999999994,82.19999999999999,3.57391304347826
75,73,69,2023-03-23,29-291,BRK,,CLE,L (-2),0,29:45,4.0,9.0,.444,2.0,5.0,.400,2,2.0,1.000,0.0,8.0,8.0,2.0,1.0,0.0,3.0,5.0,12.0,7.1,-6,4.0,2.0,0.5,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,9.0,61.0,2.652173913043478,6.299999999999997,70.89999999999999,3.0826086956521737
76,74,70,2023-03-25,29-293,BRK,@,MIA,W (+29),0,26:36,3.0,8.0,.375,2.0,4.0,.500,0,0.0,,2.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,8.0,9.1,+13,4.0,1.0,0.25,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,8.0,64.0,2.782608695652174,9.1,84.1,3.6565217391304343
77,75,,2023-03-26,29-294,BRK,@,ORL,L (-13),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,,66.0,2.869565217391304,0.0,89.60000000000001,3.8956521739130436
78,76,71,2023-03-29,29-297,BRK,,HOU,W (+9),0,25:56,3.0,7.0,.429,3.0,5.0,.600,0,0.0,,1.0,4.0,5.0,4.0,0.0,0.0,1.0,4.0,9.0,7.4,+6,2.0,0.0,0.0,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,10.0,74.0,3.217391304347826,7.4,97.2,4.22608695652174
79,77,72,2023-03-31,29-299,BRK,,ATL,W (+17),0,31:48,2.0,5.0,.400,1.0,3.0,.333,0,0.0,,0.0,4.0,4.0,6.0,0.0,0.0,3.0,3.0,5.0,3.5,+2,2.0,1.0,0.5,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,7.0,54.0,2.347826086956522,3.499999999999999,70.4,3.0608695652173914
80,78,73,2023-04-02,29-301,BRK,,UTA,W (+1),0,19:07,1.0,5.0,.200,1.0,5.0,.200,0,0.0,,0.0,3.0,3.0,4.0,0.0,0.0,1.0,4.0,3.0,1.0,-1,0.0,0.0,,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,4.0,92.0,4.0,0.9999999999999996,108.3,4.708695652173913
81,79,74,2023-04-04,29-303,BRK,,MIN,L (-5),0,35:07,3.0,10.0,.300,2.0,8.0,.250,0,0.0,,0.0,6.0,6.0,3.0,2.0,1.0,2.0,4.0,8.0,5.2,-4,2.0,1.0,0.5,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,8.0,94.0,4.086956521739131,5.199999999999999,110.0,4.782608695652174
82,80,75,2023-04-05,29-304,BRK,@,DET,W (+15),1,37:03,5.0,10.0,.500,4.0,9.0,.444,1,2.0,.500,1.0,6.0,7.0,8.0,0.0,2.0,1.0,3.0,15.0,16.9,+19,1.0,1.0,1.0,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,19.0,71.0,3.0869565217391304,16.5,101.1,4.395652173913043
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,,0.0,0.0,0.0,0.0,0.0
84,81,76,2023-04-07,29-306,BRK,,ORL,W (+17),0,27:08,2.0,9.0,.222,2.0,8.0,.250,0,0.0,,0.0,5.0,5.0,3.0,2.0,0.0,1.0,2.0,6.0,4.3,+15,1.0,0.0,0.0,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,6.0,100.0,4.3478260869565215,4.300000000000001,125.40000000000002,5.452173913043479
85,82,,2023-04-09,29-308,BRK,,PHI,L (-29),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,,86.0,3.739130434782609,0.0,112.8,4.904347826086957
