Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with Damian Jones,Shared Games with Dennis Schröder,Shared Games with Juan Toscano-Anderson,Shared Games with Kendrick Nunn,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Matt Ryan,Shared Games with Max Christie,Shared Games with Patrick Beverley,Shared Games with Russell Westbrook,Shared Games with Scotty Pippen Jr.,Shared Games with Thomas Bryant,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Austin Reaves,Cole Swider,Damian Jones,Dennis Schröder,Juan Toscano-Anderson,Kendrick Nunn,LeBron James,Lonnie Walker IV,Matt Ryan,Max Christie,Patrick Beverley,Russell Westbrook,Scotty Pippen Jr.,Sterling Brown,Thomas Bryant,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with Damian Jones,co_inf with Dennis Schröder,co_inf with Juan Toscano-Anderson,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Matt Ryan,co_inf with Max Christie,co_inf with Patrick Beverley,co_inf with Russell Westbrook,co_inf with Scotty Pippen Jr.,co_inf with Sterling Brown,co_inf with Thomas Bryant,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel,Shared Games with Davon Reed,Shared Games with D'Angelo Russell,Shared Games with Jarred Vanderbilt,Shared Games with Malik Beasley,Shared Games with Mo Bamba,D'Angelo Russell,Davon Reed,Jarred Vanderbilt,Malik Beasley,Mo Bamba,Onyeka Okongwu,Shaquille Harrison,co_inf with Davon Reed,co_inf with D'Angelo Russell,co_inf with Jarred Vanderbilt,co_inf with Malik Beasley,co_inf with Mo Bamba,co_inf with Onyeka Okongwu,co_inf with Shaquille Harrison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
75,73,47,2023-03-22,30-011,LAL,,PHO,W (+11),1,38:17,10.0,18.0,.556,0.0,0.0,,7,10.0,.700,1.0,8.0,9.0,5.0,1.0,0.0,1.0,4.0,27.0,22.2,+13,18.0,10.0,0.5555555555555556,51,3,13,41,14,21,36,43,12,20,26,30,2,18,53,44,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.796875,0.4285714285714285,0.3170731707317073,0.6212121212121212,0.2692307692307692,0.3,0.6545454545454545,0.7678571428571429,0.3529411764705882,0.4878048780487805,0.3880597014925373,0.410958904109589,0.3333333333333333,0.0,0.3050847457627119,,0.6973684210526315,0.6470588235294118,6,12,23,23,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1395348837209302,0.1690140845070422,0.2948717948717949,0.2839506172839506,0.1428571428571428,0.0,0.0,21,13.0,50.0,2.380952380952381,19.4,50.7,2.4142857142857146
76,74,48,2023-03-24,30-013,LAL,,OKC,W (+5),1,36:29,15.0,21.0,.714,0.0,1.0,.000,7,11.0,.636,5.0,10.0,15.0,1.0,1.0,0.0,1.0,1.0,37.0,33.5,+8,20.0,15.0,0.75,51,3,13,41,14,21,36,43,12,20,26,30,2,18,53,44,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.796875,0.4285714285714285,0.3170731707317073,0.6212121212121212,0.2692307692307692,0.3,0.6545454545454545,0.7678571428571429,0.3529411764705882,0.4878048780487805,0.3880597014925373,0.410958904109589,0.3333333333333333,0.0,0.3050847457627119,,0.6973684210526315,0.6470588235294118,6,12,23,23,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1395348837209302,0.1690140845070422,0.2948717948717949,0.2839506172839506,0.1428571428571428,0.0,0.0,21,21.0,75.0,3.571428571428572,30.700000000000003,77.89999999999999,3.7095238095238092
77,75,49,2023-03-26,30-015,LAL,,CHI,L (-10),1,35:53,6.0,8.0,.750,0.0,0.0,,3,6.0,.500,2.0,7.0,9.0,5.0,1.0,1.0,2.0,5.0,15.0,15.3,+7,8.0,6.0,0.75,51,3,13,41,14,21,36,43,12,20,26,30,2,18,53,44,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.796875,0.4285714285714285,0.3170731707317073,0.6212121212121212,0.2692307692307692,0.3,0.6545454545454545,0.7678571428571429,0.3529411764705882,0.4878048780487805,0.3880597014925373,0.410958904109589,0.3333333333333333,0.0,0.3050847457627119,,0.6973684210526315,0.6470588235294118,6,12,23,23,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1395348837209302,0.1690140845070422,0.2948717948717949,0.2839506172839506,0.1428571428571428,0.0,0.0,21,15.0,67.0,3.1904761904761907,14.1,67.6,3.2190476190476187
78,76,50,2023-03-29,30-018,LAL,@,CHI,W (+11),1,38:38,13.0,20.0,.650,1.0,1.0,1.000,11,14.0,.786,5.0,4.0,9.0,4.0,2.0,2.0,0.0,1.0,38.0,38.5,+16,19.0,12.0,0.631578947368421,51,3,13,41,14,21,36,43,12,20,26,30,2,18,53,44,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.796875,0.4285714285714285,0.3170731707317073,0.6212121212121212,0.2692307692307692,0.3,0.6545454545454545,0.7678571428571429,0.3529411764705882,0.4878048780487805,0.3880597014925373,0.410958904109589,0.3333333333333333,0.0,0.3050847457627119,,0.6973684210526315,0.6470588235294118,6,12,23,23,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1395348837209302,0.1690140845070422,0.2948717948717949,0.2839506172839506,0.1428571428571428,0.0,0.0,21,21.0,60.0,2.857142857142857,34.1,68.80000000000001,3.2761904761904765
79,77,51,2023-03-31,30-020,LAL,@,MIN,W (+12),1,36:51,15.0,26.0,.577,0.0,2.0,.000,8,10.0,.800,8.0,9.0,17.0,0.0,1.0,2.0,3.0,3.0,38.0,31.5,,24.0,15.0,0.625,51,3,13,41,14,21,36,43,12,20,26,30,2,18,53,44,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.796875,0.4285714285714285,0.3170731707317073,0.6212121212121212,0.2692307692307692,0.3,0.6545454545454545,0.7678571428571429,0.3529411764705882,0.4878048780487805,0.3880597014925373,0.410958904109589,0.3333333333333333,0.0,0.3050847457627119,,0.6973684210526315,0.6470588235294118,6,12,23,23,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1395348837209302,0.1690140845070422,0.2948717948717949,0.2839506172839506,0.1428571428571428,0.0,0.0,21,19.0,50.0,2.380952380952381,28.3,49.09999999999999,2.3380952380952373
80,78,52,2023-04-02,30-022,LAL,@,HOU,W (+25),1,30:27,15.0,20.0,.750,0.0,0.0,,10,12.0,.833,4.0,5.0,9.0,1.0,0.0,2.0,0.0,0.0,40.0,37.6,+2,20.0,15.0,0.75,51,3,13,41,14,21,36,43,12,20,26,30,2,18,53,44,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.796875,0.4285714285714285,0.3170731707317073,0.6212121212121212,0.2692307692307692,0.3,0.6545454545454545,0.7678571428571429,0.3529411764705882,0.4878048780487805,0.3880597014925373,0.410958904109589,0.3333333333333333,0.0,0.3050847457627119,,0.6973684210526315,0.6470588235294118,6,12,23,23,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1395348837209302,0.1690140845070422,0.2948717948717949,0.2839506172839506,0.1428571428571428,0.0,0.0,21,20.0,86.0,4.095238095238095,33.599999999999994,78.89999999999998,3.7571428571428562
81,79,53,2023-04-04,30-024,LAL,@,UTA,W (+2),1,42:05,7.0,16.0,.438,0.0,0.0,,7,12.0,.583,4.0,10.0,14.0,6.0,2.0,2.0,1.0,3.0,21.0,21.8,+4,16.0,7.0,0.4375,51,3,13,41,14,21,36,43,12,20,26,30,2,18,53,44,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.796875,0.4285714285714285,0.3170731707317073,0.6212121212121212,0.2692307692307692,0.3,0.6545454545454545,0.7678571428571429,0.3529411764705882,0.4878048780487805,0.3880597014925373,0.410958904109589,0.3333333333333333,0.0,0.3050847457627119,,0.6973684210526315,0.6470588235294118,6,12,23,23,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1395348837209302,0.1690140845070422,0.2948717948717949,0.2839506172839506,0.1428571428571428,0.0,0.0,21,16.0,78.0,3.7142857142857135,19.0,94.70000000000002,4.50952380952381
82,80,54,2023-04-05,30-025,LAL,@,LAC,L (-7),1,32:19,7.0,14.0,.500,0.0,1.0,.000,3,4.0,.750,4.0,7.0,11.0,3.0,1.0,2.0,1.0,2.0,17.0,17.2,+9,13.0,7.0,0.5384615384615384,51,3,13,41,14,21,36,43,12,20,26,30,2,18,53,44,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.796875,0.4285714285714285,0.3170731707317073,0.6212121212121212,0.2692307692307692,0.3,0.6545454545454545,0.7678571428571429,0.3529411764705882,0.4878048780487805,0.3880597014925373,0.410958904109589,0.3333333333333333,0.0,0.3050847457627119,,0.6973684210526315,0.6470588235294118,6,12,23,23,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1395348837209302,0.1690140845070422,0.2948717948717949,0.2839506172839506,0.1428571428571428,0.0,0.0,21,15.0,80.0,3.809523809523809,16.000000000000004,85.2,4.057142857142857
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,51,3,13,41,14,21,36,43,12,20,26,30,2,18,53,44,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.796875,0.4285714285714285,0.3170731707317073,0.6212121212121212,0.2692307692307692,0.3,0.6545454545454545,0.7678571428571429,0.3529411764705882,0.4878048780487805,0.3880597014925373,0.410958904109589,0.3333333333333333,0.0,0.3050847457627119,,0.6973684210526315,0.6470588235294118,6,12,23,23,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1395348837209302,0.1690140845070422,0.2948717948717949,0.2839506172839506,0.1428571428571428,0.0,0.0,21,,0.0,0.0,0.0,0.0,0.0
84,81,55,2023-04-07,30-027,LAL,,PHO,W (+14),1,33:58,4.0,12.0,.333,0.0,1.0,.000,6,7.0,.857,4.0,17.0,21.0,4.0,0.0,3.0,1.0,1.0,14.0,18.2,+17,11.0,4.0,0.3636363636363636,51,3,13,41,14,21,36,43,12,20,26,30,2,18,53,44,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.796875,0.4285714285714285,0.3170731707317073,0.6212121212121212,0.2692307692307692,0.3,0.6545454545454545,0.7678571428571429,0.3529411764705882,0.4878048780487805,0.3880597014925373,0.410958904109589,0.3333333333333333,0.0,0.3050847457627119,,0.6973684210526315,0.6470588235294118,6,12,23,23,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1395348837209302,0.1690140845070422,0.2948717948717949,0.2839506172839506,0.1428571428571428,0.0,0.0,21,22.0,60.0,2.857142857142857,15.8,64.3,3.0619047619047617
85,82,56,2023-04-09,30-029,LAL,,UTA,W (+11),1,33:57,7.0,15.0,.467,0.0,0.0,,2,2.0,1.000,3.0,10.0,13.0,3.0,3.0,4.0,4.0,2.0,16.0,16.5,+10,15.0,7.0,0.4666666666666667,51,3,13,41,14,21,36,43,12,20,26,30,2,18,53,44,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.796875,0.4285714285714285,0.3170731707317073,0.6212121212121212,0.2692307692307692,0.3,0.6545454545454545,0.7678571428571429,0.3529411764705882,0.4878048780487805,0.3880597014925373,0.410958904109589,0.3333333333333333,0.0,0.3050847457627119,,0.6973684210526315,0.6470588235294118,6,12,23,23,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1395348837209302,0.1690140845070422,0.2948717948717949,0.2839506172839506,0.1428571428571428,0.0,0.0,21,18.0,71.0,3.380952380952381,15.7,68.9,3.2809523809523813
