Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,John Wall,Kawhi Leonard,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with De'Andre Hunter,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Shared Games with Aaron Gordon,Shared Games with Bones Hyland,Shared Games with Bruce Brown,Shared Games with Christian Braun,Shared Games with Davon Reed,Shared Games with DeAndre Jordan,Shared Games with Ish Smith,Shared Games with Jack White,Shared Games with Jamal Murray,Shared Games with Jeff Green,Shared Games with Kentavious Caldwell-Pope,Shared Games with Michael Porter Jr.,Shared Games with Nikola Jokić,Shared Games with Peyton Watson,Shared Games with Vlatko Čančar,Shared Games with Zeke Nnaji,Shared Games with Thomas Bryant,Aaron Gordon,Bruce Brown,Christian Braun,Collin Gillespie,DeAndre Jordan,Donovan Williams,Ish Smith,Jack White,Jamal Murray,Jeff Green,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Peyton Watson,Thomas Bryant,Vlatko Čančar,Zeke Nnaji,co_inf with Aaron Gordon,co_inf with Bruce Brown,co_inf with Christian Braun,co_inf with DeAndre Jordan,co_inf with Ish Smith,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Peyton Watson,co_inf with Vlatko Čančar,co_inf with Zeke Nnaji,co_inf with Collin Gillespie,co_inf with Donovan Williams,co_inf with Thomas Bryant,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
64,62,53,2023-02-23,32-313,DEN,@,CLE,W (+6),0,18:20,2.0,8.0,.250,1.0,4.0,.250,2,2.0,1.000,0.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0,7.0,2.6,-7,4.0,1.0,0.25,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,2.0,94.0,1.918367346938776,1.8000000000000007,106.5,2.173469387755102
65,63,54,2023-02-25,32-315,DEN,@,MEM,L (-18),0,18:44,3.0,9.0,.333,2.0,6.0,.333,0,0.0,,1.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,8.0,4.8,-15,3.0,1.0,0.3333333333333333,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,4.0,98.0,2.0,4.799999999999999,110.9,2.2632653061224492
66,64,55,2023-02-26,32-316,DEN,,LAC,W (+10),0,19:01,2.0,6.0,.333,2.0,5.0,.400,1,2.0,.500,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,7.0,7.7,-3,1.0,0.0,0.0,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,5.0,89.0,1.816326530612245,7.300000000000002,98.30000000000004,2.0061224489795926
67,65,56,2023-02-28,32-318,DEN,@,HOU,W (+21),0,25:23,4.0,11.0,.364,1.0,4.0,.250,0,0.0,,0.0,0.0,0.0,8.0,2.0,0.0,1.0,1.0,9.0,9.1,+1,7.0,3.0,0.4285714285714285,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,7.0,70.0,1.4285714285714286,9.1,91.00000000000004,1.857142857142858
68,66,57,2023-03-03,32-321,DEN,,MEM,W (+16),0,19:06,0.0,7.0,.000,0.0,6.0,.000,1,2.0,.500,0.0,2.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,-6.1,+3,1.0,0.0,0.0,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,-8.0,58.0,1.183673469387755,-6.5,62.50000000000001,1.2755102040816328
69,67,58,2023-03-06,32-324,DEN,,TOR,W (+5),0,23:01,5.0,11.0,.455,3.0,4.0,.750,0,0.0,,1.0,2.0,3.0,5.0,0.0,0.0,2.0,2.0,13.0,9.3,+4,7.0,2.0,0.2857142857142857,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,8.0,76.0,1.5510204081632653,9.3,93.79999999999998,1.914285714285714
70,68,59,2023-03-08,32-326,DEN,,CHI,L (-21),0,23:34,2.0,8.0,.250,2.0,5.0,.400,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,2.2,-16,3.0,0.0,0.0,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,0.0,73.0,1.489795918367347,2.2,86.4,1.763265306122449
71,69,60,2023-03-10,32-328,DEN,@,SAS,L (-8),0,17:04,1.0,6.0,.167,0.0,3.0,.000,2,2.0,1.000,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,1.9,-6,3.0,1.0,0.3333333333333333,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,-1.0,74.0,1.510204081632653,1.1000000000000003,91.2,1.8612244897959185
72,70,61,2023-03-12,32-330,DEN,,BRK,L (-2),0,16:56,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,-20,2.0,1.0,0.5,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,3.0,87.0,1.7755102040816326,2.0000000000000004,104.79999999999998,2.138775510204081
73,71,,2023-03-14,32-332,DEN,@,TOR,L (-15),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,,65.0,1.326530612244898,0.0,76.39999999999999,1.5591836734693876
74,72,,2023-03-16,32-334,DEN,@,DET,W (+19),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,,78.0,1.5918367346938775,0.0,85.4,1.7428571428571429
75,73,,2023-03-18,32-336,DEN,@,NYK,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,,80.0,1.6326530612244898,0.0,93.1,1.9
76,74,62,2023-03-19,32-337,DEN,@,BRK,W (+6),0,5:06,2.0,2.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,2.0,-5,2.0,2.0,1.0,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,2.0,85.0,1.7346938775510203,2.0,99.3,2.026530612244898
77,75,,2023-03-22,32-340,DEN,@,WAS,W (+14),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,,87.0,1.7755102040816326,0.0,98.4,2.0081632653061225
78,76,,2023-03-25,32-343,DEN,,MIL,W (+23),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,,35.0,0.7142857142857143,0.0,52.49999999999999,1.0714285714285712
79,77,,2023-03-27,32-345,DEN,,PHI,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,,50.0,1.020408163265306,0.0,58.399999999999984,1.1918367346938772
80,78,,2023-03-30,32-348,DEN,,NOP,L (-19),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,,71.0,1.4489795918367347,0.0,87.30000000000001,1.7816326530612248
81,79,63,2023-03-31,32-349,DEN,@,PHO,L (-7),1,34:23,6.0,14.0,.429,1.0,9.0,.111,0,0.0,,1.0,1.0,2.0,4.0,1.0,0.0,3.0,1.0,13.0,7.0,,5.0,5.0,1.0,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,3.0,66.0,1.346938775510204,7.000000000000004,73.10000000000001,1.4918367346938777
